companyid,company,country
1858,Rohfilm,Germany
1859,Zentropa International Norway,Norway
1860,Cine Mosaic,USA
1861,Razor Film Produktion GmbH,Saudi Arabia
1862,Black Bear Pictures,USA
1863,Enrique Cerezo Producciones Cinematograficas SA,Italy
1864,Participant Media,Chile
1865,Chase Films,USA
1866,Gilbert Films,USA
1867,Curbside Films,India
1868,Sobras International Pictures,USA
1869,GMT Productions,France
1870,Daybreak Pictures,UK
1871,Cocktail Film,UK
1872,Opening Night Productions,USA
1873,Annapurna Pictures,USA
1874,Quatsous Films,France
1875,Pathe International,Canada
1876,Truth Entertainment II,USA
1877,Translux,UK
1878,Film 44,USA
1879,SnowPiercer,South Korea
1880,Worldview Entertainment,USA
1881,Good Universe,USA
1882,OddLot Entertainment,USA
1883,Appian Way,UK
1884,Bellanova Films,USA
1885,Andrew Lauren Productions ALP,USA
1886,Space Rocket Nation,Denmark
1887,Paco Cinematografica,Italy
1888,Chockstone Pictures,USA
1889,Steel Mill Pictures,UK
1890,Sycamore Pictures,USA
1891,H2F Entertainment,USA
1892,Gravier Productions,USA
1893,Follow Through Productions,USA
1894,AR Films,Russia
1895,Aggregate Films,USA
1896,Faliro House Productions,USA
1897,Two Ton Films,USA
1898,The Lab of Madness,USA
1899,Amber Entertainment,UK
1900,Animal Kingdom,USA
1901,Burn Later Productions,USA
1902,RabbitBandini Productions,USA
1903,DJ Films,UK
1904,Alcove Entertainment,UK
1905,BoulderLight Pictures,USA
1906,Sailor Bear,USA
1907,Collective Studios  The,USA
1908,Prettybird,USA
1909,Forest Whitakers Significant Productions,USA
1910,Callahan Filmworks,USA
1911,Fickle Fish Films,UK
1912,Treehouse Pictures,USA
1913,Open Road Films,USA
1914,BFI Film Fund,UK
1915,Prana Studios,USA
1916,Dickhouse Productions,USA
1917,Day Twenty Eight Films,USA
1918,China Film Group,USA
1919,MediaPro Pictures,USA
1920,IndieVest Pictures,USA
1921,Opus Film,Poland
1922,NICE FLX Pictures,Sweden
1923,Unclaimed Freight Productions,USA
1924,Viacom18 Motion Pictures,India
1925,Rommel Film,Germany
1926,Castel Film Romania,Romania
1927,Alebrije Cine y Video,Mexico
1928,Sikhya Entertainment,India
1929,3311 Productions,USA
1930,93 Films,USA
1931,Videovision Entertainment,UK
1932,Bingo Movie Development,China
1933,Imprint Entertainment,USA
1934,Art Pictures Studio,Russia
1935,Abbolita Productions,USA
1936,Memento Films Production,France
1937,Thunder Road Pictures,USA
1938,Northern Lights Films,USA
1939,Chernin Entertainment,USA
1940,Marvel Entertainment,USA
1941,Corner Producciones,Argentina
1942,Asis Productions,South Africa
1943,Unison Films,New Zealand
1944,Broad Green Pictures,USA
1945,Lucamar Productions,USA
1946,Aldamisa Entertainment,USA
1947,Canyon Creek Films,Germany
1948,Bluegrass Films,USA
1949,Beijing Skywheel Entertainment Co,USA
1950,Gulfstream Pictures,USA
1951,Marcy Media,USA
1952,Fewlas Entertainment,USA
1953,Bob Industries,USA
1954,SModcast Pictures,USA
1955,Reel FX Creative Studios,USA
1956,Big Screen Productions,USA
1957,G4 Productions,USA
1958,Verisimilitude,USA
1959,Broken Road Productions,USA
1960,Legendary Entertainment,USA
1961,Genre Films,USA
1962,21 Laps Entertainment,USA
1963,1984 Private Defense Contractors,USA
1964,Les Films Seville,Canada
1965,LutzusBrown,USA
1966,Ulrich Seidl Film Produktion GmbH,Austria
1967,Cinelou Films,USA
1968,Hopscotch Features,USA
1969,Lagniappe Films,Germany
1970,Element Pictures,UK
1971,Beofilm,Sweden
1972,Gail Katz Productions,USA
1973,Timnick Films,UK
1974,Stoney Lake Entertainment,USA
1975,Armory Films,USA
1976,Apartment Two,USA
1977,Rajkumar Hirani Films,India
1978,Hardstyle,USA
1979,Prospero Pictures,Canada
1980,Sierra / Affinity,USA
1981,NonStop Productions,Russia
1982,Duplass Brothers Productions,USA
1983,SpectreVision,USA
1984,Pure Flix Productions,USA
1985,Bullwinkle Studios,USA
1986,Big Farm,Ireland
1987,Warner Bros Digital Distribution,USA
1988,Fear of God Films,Australia
1989,Chapter 2,France
1990,Crab Apple Films,UK
1991,Codeblack Entertainment,USA
1992,Four Seasons Partnership,USA
1993,CG Cinema,France
1994,Camfam Studios,USA
1995,Cube Vision,USA
1996,Laika Entertainment,USA
1997,Black Entertainment Television BET,USA
1998,Head Gear Films,Australia
1999,Cargo Entertainment,USA
2000,IAC Films,USA
2001,New Artists Alliance,USA
2002,BSM Studio,USA
2003,XYZ Films,USA
2004,GNK Productions,USA
2005,Subzero Film Entertainment,UK
2006,ASIG Productions,USA
2007,Cinedigm,Bahamas
2008,Paradox,Norway
2009,Affirm Films,USA
2010,LStar Capital,USA
2011,Rook Films,UK
2012,Gordon Bijelonic / Datari Turner Films,USA
2013,Unified Pictures,USA
2014,Ukrainian State Film Agency,Ukraine
2015,RADiUSTWC,USA
2016,Dentsu,Japan
2017,Baby Way Productions,USA
2018,WhiteFlame Productions,USA
2019,Park Pictures,USA
2020,Wildgaze Films,UK
2021,Warner Bros Pictures,Australia
2022,Visiona Romantica,USA
2023,Black Label Media,USA
2024,Gotham Group,USA
2025,B24,UK
2026,Parts and Labor,USA
2027,Allison Shearmur Productions,USA
2028,Blinding Edge Pictures,USA
2029,Double Dare You DDY,USA
2030,Escape Artists,Hong Kong
2031,Gamechanger Films,USA
2032,Blumhouse Productions,USA
2033,Coup dEtat Films,USA
2034,Kramer  Sigman Films,USA
2035,Waverly Films,USA
2036,Illumination Entertainment,USA
2037,Cantillon Company  The,UK
2038,Caviar,USA
2039,Dogwood Films,USA
2040,Amasia Entertainment,USA
2041,Gloria Sanchez Productions,USA
2042,Sony Pictures Entertainment SPE,USA
2043,Paris Film,Canada
2044,1821 Pictures,USA
2045,Frenesy Film Company,Italy
2046,Raindog Films,UK
2047,Freedom Media,USA
2048,Princess Grace Foundation  The,USA
2049,Little Stranger,USA
2050,Archimede,Italy
2051,PalmStar Media,USA
2052,Origin Pictures,UK
2053,Harmonius Claptrap,USA
2054,Insurge Pictures,USA
2055,Fantefilm,Norway
2056,Bleecker Street Films,USA
2057,Onyx Films,France
2058,Route One Entertainment,USA
2059,Paramount Animation,USA
2060,Bloom,USA
2061,New Real Films,Canada
2062,FaithStep Films,USA
2063,Panorama Studios,India
2064,Silver Reel,Iceland
2065,Soft Tread Enterprises,Australia
2066,Allspark Pictures,USA
2067,Arka Mediaworks,India
2068,Franklin Street,USA
2069,Wytwornia Filmow Dokumentalnych,Poland
2070,EMA Films,Canada
2071,Mayhem Pictures,USA
2072,Sparkle Roll Media,China
2073,Hoody Boy Productions,USA
2074,Varient,USA
2075,Esperanto Kino,Mexico
2076,Dreams Salon Entertainment Culture,China
2077,POP Films,USA
2078,Big Indie Pictures,USA
2079,Rocklin \ Faust,USA
2080,Filmbox,USA
2081,Laokoon Filmgroup,Hungary
2082,Bron Studios,USA
2083,S Films,UK
2084,Screen NSW,Australia
2085,Terra Incognita Films,Belgium
2086,Babieka,UK
2087,BN Films,Mexico
2088,Modern Man Films,USA
2089,Ealing Studios Entertainment,UK
2090,BB Film Productions,USA
2091,Motlys,Norway
2092,Audax Films,USA
2093,Buffalo Films,Colombia
2094,Avi Chai fund,Israel
2095,Covert Media,USA
2096,Metanoia Films,Mexico
2097,Two Flints,USA
2098,Astute Films,USA
2099,Chaz Productions,France
2100,Human Stew Factory,USA
2101,Heyday Films,UK
2102,Keep Your Head,USA
2103,Levantine Films,USA
2104,Lava Bear Films,USA
2105,Amuse,Japan
2106,Amblin Partners,USA
2107,Amazon Studios,USA
2108,A24,USA
2109,Cappa Defina Productions,USA
2110,Captivate Entertainment,UK
2111,FilmNation Entertainment,USA
2112,Petit Film,France
2113,Misty Mountains,USA
2114,Apaches Entertainment,UK
2115,Moho Film,South Korea
2116,Flashlight Films,USA
2117,STX Entertainment,USA
2118,Legendary East,USA
2119,BZ Entertainment,USA
2120,Pyramania,USA
2121,Toy Fight Productions,Canada
2122,Electric City Entertainment,USA
2123,Lifetime Films,Japan
2124,Transfilm,France
2125,K/O Paper Products,France
2126,Fairview Entertainment,UK
2127,Hurwitz Creative,UK
2128,BH Tilt,USA
2129,Film Science,USA
2130,Egoli Tossell KLK,UK
2131,LightWorkers Media,USA
2132,Braveart Films,USA
2133,George Films,UK
2134,Next Entertainment World,South Korea
2135,RatPacDune Entertainment,USA
2136,Sixty Six Pictures,UK
2137,Blackbird,USA
2138,Nicholas Sparks Productions,USA
2139,Verdi Productions,USA
2140,Cosmo Films,Ireland
2141,Big Talk Productions,UK
2142,Piki Films,New Zealand
2143,Komplizen Film,Germany
2144,Panorama Films,USA
2145,ChartoffWinkler Productions,France
2146,Disruption Entertainment,USA
2147,Campbell Grobman Films,USA
2148,H Is 4 Productions,Ireland
2149,20th Century Fox,South Korea
2150,Diablo Entertainment II,USA
2151,Cave Painting Pictures,Canada
2152,Bow and Arrow Entertainment,UK
2153,Bona Film Group,UK
2154,China Film Co,China
2155,Aristar Entertainment,USA
2156,Cine Bazar,Japan
2157,Dolphin Entertainment,UK
2158,Everything Is Everything,USA
2159,Prima Linea Productions,France
2160,Shooting Script Films,UK
2161,Desert Wolf Productions,UK
2162,Fuego Films,Panama
2163,ARTE France,Iran
2164,Magic Lantern,Spain
2165,company42,UK
2166,Bank Street Films,USA
2167,AZ Films,Chile
2168,Changing Film Productions,USA
2169,Hidden Empire Film Group,USA
2170,Perfect World Pictures Beijing,USA
2171,Digic Pictures,Japan
2172,Bing Feng Bao Entertainment,USA
2173,Anna Biller Productions,USA
2174,Siempre Viva Productions,USA
2175,Borderline Presents,USA
